remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,forest_state,battery_level,temperature,water_robot_tank,water_ground_tank,leaks_state,keys, clicks,errors,shortcuts
1.0,0,-1,0.500001434045862,0.49999761573690193,0.5000213756929733, 000000000,1.0,0.5909090909090909,1.0,1.0, 000000000,-1, -1, -1,-1
0.9983333333333333,0,-1,0.5000008788751984,0.49999682639208914,0.5000151043498849, 000000000,1.0,0.5909090909090909,1.0,1.0, 000000000,-1, -1, -1,-1
0.9966666666666667,0,-1,0.5000008221710232,0.4999969528233123,0.5000027204869367, 000000000,0.99,0.5909090909090909,1.0,1.0, 000000000,1, -1, -1,-1
0.995,0,-1,0.4999997930174004,0.500010574918997,0.510725340517762, 000000000,0.99,0.5909090909090909,1.0,1.0, 000000000,1, -1, -1,-1
0.9933333333333333,0,-1,0.49999748798072685,0.5000031076197047,0.5963968882680949, 000000000,0.98,0.5909090909090909,1.0,1.0, 000000000,1, -1, -1,-1
0.9916666666666667,0,-1,0.4999949739605654,0.5000057081051636,0.6875612824495291, 000000000,0.98,0.5909090909090909,1.0,1.0, 100000000,1, -1, -1,-1
0.99,0,-1,0.4999783083694638,0.5000055147495004,0.7774481466649555, 000000000,0.97,0.5909090909090909,1.0,0.9944444444444442, 100000000,1, -1, -1,-1
0.9883333333333333,0,-1,0.4833141386508942,0.553627324104309,0.7977051975963702, 000000000,0.97,0.5909090909090909,1.0,0.9888888888888886, 100000000,1, -1, -1,-1
0.9866666666666667,0,-1,0.4819020450115204,0.5581798732280732,0.8814297133606295, 000000000,0.96,0.5909090909090909,1.0,0.983333333333333, 100000000,1, -1, -1,-1
0.985,0,-1,0.4818869188427925,0.5581783056259155,0.9695548251433896, 000000000,0.96,0.5909090909090909,1.0,0.9777777777777772, 100000000,2, -1, -1,-1
0.9833333333333333,0,-1,0.42166336178779606,0.5672566652297973,0.9837342978603361, 000000000,0.95,0.5909090909090909,1.0,0.9722222222222214, 100001000,1, -1, -1,-1
0.9816666666666667,0,-1,0.4216493844985962,0.5672221601009368,0.07581504792787858, 000000000,0.95,0.5909090909090909,1.0,0.9611111111111104, 100001000,1, -1, -1,-1
0.98,0,-1,0.4247193932533264,0.5722355544567108,0.1605688162818158, 000000000,0.94,0.5909090909090909,1.0,0.9499999999999993, 100001000,0, -1, -1,-1
0.9783333333333334,0,-1,0.46202043294906614,0.6320714116096496,0.16132328656663447, 000000000,0.94,0.5909090909090909,1.0,0.9388888888888882, 100001000,2, -1, -1,-1
0.9766666666666667,0,-1,0.4374143362045288,0.5925022900104523,0.16182378765081484, 000000000,0.93,0.5909090909090909,1.0,0.9277777777777771, 100001000,0, -1, -1,-1
0.975,0,-1,0.46101197600364685,0.6299232840538025,0.16041889362953404, 000000000,0.93,0.5909090909090909,1.0,0.9166666666666661, 100001000,0, -1, -1,-1
0.9733333333333334,0,-1,0.4993054143153131,0.6905475735664368,0.1603783678404586, 000000000,0.92,0.5909090909090909,1.0,0.905555555555555, 100001000,0, -1, -1,-1
0.9716666666666667,0,-1,0.5374781250953674,0.7512407541275025,0.1605143644959326, 000000000,0.92,0.5909090909090909,1.0,0.8944444444444439, 100001000,0, -1, -1,-1
0.97,0,-1,0.5508784294128418,0.7724557638168335,0.16019349738692357, 000000000,0.91,0.5909090909090909,1.0,0.8833333333333329, 100001000,2, -1, -1,-1
0.9683333333333334,0,-1,0.5126684606075287,0.7117794036865235,0.1606377253014422, 000000000,0.91,0.5909090909090909,1.0,0.8722222222222218, 100001000,3, -1, -1,-1
0.9666666666666667,1,-1,0.4961734764277935,0.6854483604431152,0.1121405742276928, 000000000,0.9,0.5909090909090909,1.0,0.8611111111111107, 100101000,3, -1, -1,-1
0.965,1,-1,0.4961734764277935,0.6854483604431152,0.1121405742276928, 000000001,0.9,0.5909090909090909,1.0,0.8444444444444439, 100101000,2, -1, -1,-1
0.9633333333333334,1,-1,0.47571074962615967,0.6790149807929993,0.9762557719561076, 000000001,0.89,0.5909090909090909,1.0,0.8277777777777772, 100101000,1, -1, -1,-1
0.9616666666666667,1,-1,0.5019688792526722,0.6625589609146119,0.8896697294663236, 000000001,0.89,0.5909090909090909,1.0,0.8111111111111104, 100101000,1, -1, -1,-1
0.96,1,4,0.4922192178666592,0.687385869026184,0.7995966856777712, 000000001,0.88,0.5909090909090909,1.0,0.7944444444444438, 100101000,1, -1, -1,-1
0.9583333333333334,1,-1,0.4875088453292847,0.6611847281455994,0.7115969837572717, 000000001,0.88,0.5909090909090909,1.0,0.7777777777777772, 100101000,1, -1, -1,-1
0.9566666666666667,1,-1,0.50514653660357,0.681152629852295,0.6246569762001257, 000000001,0.87,0.5909090909090909,1.0,0.7611111111111106, 100101000,3, -1, -1,-1
0.955,1,-1,0.5237716779112815,0.6943066835403442,0.5871705264416339, 000000001,0.87,0.5909090909090909,1.0,0.744444444444444, 100101000,-1, -1, -1,-1
0.9533333333333334,1,-1,0.5595433235168457,0.7157481908798218,0.585850525979912, 000000001,0.86,0.5909090909090909,1.0,0.7277777777777774, 100101000,-1, -1, -1,-1
0.9516666666666667,1,-1,0.5953470230102539,0.7371485948562622,0.5858976732579328, 000000001,0.86,0.5909090909090909,1.0,0.7111111111111108, 100101000,-1, -1, -1,-1
0.95,1,-1,0.6311586618423461,0.7585557460784912,0.5857590678496507, 000100001,0.85,0.5909090909090909,1.0,0.6944444444444442, 100101001,-1, rm_alarm, click,-1
