remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
410,1,-1,7.0181331634521475,-0.8697168827056885,1.060730218887329,1,1,0,1,1,1,1,0,1,5,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
409,1,-1,7.0181331634521475,-0.8697168827056885,1.060730218887329,1,1,0,1,1,1,1,0,1,5,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
408,1,-1,7.0181331634521475,-0.8697168827056885,1.060730218887329,1,1,0,1,1,1,1,0,1,4,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
407,1,-1,7.0181331634521475,-0.8697168827056885,1.060730218887329,1,1,0,1,1,1,1,0,1,4,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
406,1,-1,7.0181331634521475,-0.8697168827056885,1.060730218887329,1,1,0,1,1,1,1,0,1,3,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
405,1,-1,7.737658500671388,0.4166588187217712,1.061629056930542,1,1,1,1,1,1,1,0,1,3,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
404,1,-1,8.591945648193361,1.9466630220413208,1.0594828128814695,1,1,1,1,1,1,1,0,1,2,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
403,1,-1,9.403925895690918,3.4045817852020264,1.0636664628982544,1,1,1,1,1,1,1,0,1,2,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
402,1,-1,10.208802223205566,4.866222381591797,1.0684596300125122,1,1,1,1,1,1,1,0,1,1,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
401,1,-1,11.007705688476562,6.331173896789551,1.075123906135559,1,1,1,1,1,1,1,0,1,1,20.0,10,0.7777777777774364,1,1,1,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
