remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
560,1,-1,-1.8935592174530032,5.12932825088501,2.402031898498535,0,0,0,0,1,1,1,1,1,80,20.0,40,16.94444444444431,0,1,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
559,1,-1,-1.8935592174530032,5.12932825088501,2.402031898498535,0,0,0,0,1,1,1,1,1,80,20.0,40,16.111111111110972,0,1,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
558,1,6,-1.8926135301589968,5.12931489944458,1.9683895111083984,0,0,0,0,1,1,1,1,1,79,20.0,40,14.444444444444304,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
557,1,-1,-1.891573190689087,5.12932825088501,1.5492334365844729,0,0,0,0,1,1,1,1,1,79,20.0,40,12.777777777777633,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
556,1,-1,-1.7889690399169922,6.393411159515381,1.473845362663269,0,0,0,0,1,1,1,1,1,78,20.0,40,11.111111111110963,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
555,1,-1,-1.696113109588623,7.3373069763183585,1.469531774520874,0,0,0,0,0,1,1,1,1,78,20.0,30,9.444444444444294,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,-2
554,1,-1,-1.6202330589294434,8.02880859375,1.4548630714416504,0,0,0,0,0,1,1,1,1,77,20.0,30,7.777777777777625,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
553,1,-1,-1.873483777046204,5.872618675231934,1.4547609090805054,0,0,0,0,0,1,1,1,1,77,20.0,30,6.111111111110961,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
552,1,-1,-2.0343384742736816,4.530584335327148,1.4518253803253174,0,0,0,0,0,1,1,1,1,76,20.0,30,4.444444444444295,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
551,1,-1,-2.400242805480957,5.532857894897461,1.9866124391555784,0,0,0,0,0,1,1,1,1,76,20.0,30,2.777777777777628,0,1,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
