remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,front,back,space,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
70,1,-1,2.1443109512329097,-11.14307689666748,1.0714958906173706,1,1,1,1,1,0,0,0,1,23,20.0,30,43.3333333333326,0,0,1,1,0,0,0,0,0,-0.0006746053695678711,1.6683380147415334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
69,1,-1,2.941798210144043,-9.677044868469238,1.069788932800293,1,1,1,1,1,0,0,0,1,23,20.0,30,42.222222222221475,0,0,1,1,0,0,0,0,0,-0.0017069578170776367,1.6689025842836498,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,2
68,1,-1,3.7312133312225337,-8.207287788391112,1.0788116455078125,1,1,1,1,1,0,0,0,1,22,20.0,30,41.111111111110375,0,0,1,1,0,0,0,0,0,0.009022712707519531,1.6683411245387285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
67,1,-1,4.520758152008057,-6.736946105957031,1.0761783123016355,1,1,1,1,1,0,0,0,1,22,20.0,30,39.999999999999275,0,0,1,1,0,0,0,0,0,-0.00263333320617698,1.6689175195713912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
66,1,-1,5.310810089111328,-5.269197463989258,1.0791946649551392,1,1,1,1,1,0,0,0,1,21,20.0,30,38.888888888888154,0,0,0,1,0,0,0,0,0,0.00301635265350364,1.6668737622624201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
65,1,-1,6.098490238189697,-3.7989881038665767,1.0797244310379028,1,1,1,1,1,0,0,0,1,21,20.0,30,38.3333333333326,0,0,0,1,0,0,0,0,0,0.0005297660827636719,1.667919536381916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
64,1,-1,6.882045269012451,-2.325326681137085,1.0857712030410769,1,1,1,1,1,0,0,0,1,20,20.0,30,40.341269841269096,0,0,0,1,0,0,0,0,0,0.00604677200317405,1.6690226107422141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
63,1,-1,7.659719467163086,-0.8486643433570862,1.083796739578247,1,1,1,1,1,0,1,0,1,20,20.0,30,42.777777777777025,0,0,0,1,0,0,0,0,0,-0.001974463462829812,1.6689244495444135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
62,1,-1,8.437522888183594,0.6276742219924927,1.0876579284667969,1,1,1,1,1,0,1,0,1,19,20.0,30,44.49999999999925,0,0,0,1,0,0,0,0,0,0.0038611888885498047,1.668698211567825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
61,1,-1,9.208003997802734,2.1074650287628174,1.0939387083053589,1,1,1,1,1,0,1,0,1,19,20.0,30,45.507936507935746,0,0,0,1,0,0,0,0,0,0.006280779838562012,1.6683590656935667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
