remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,front,back,space,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
150,1,-1,-12.212498664855955,-14.509552001953125,1.1733022928237915,1,1,1,1,1,1,1,0,0,73,20.0,90,68.86507936507931,0,0,0,0,0,0,0,0,0,-0.2611975669860842,0.8360601005589162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
149,1,-1,-11.578505516052244,-12.99626350402832,1.1773933172225952,1,1,1,1,1,1,1,0,0,73,20.0,90,70.86507936507931,0,0,0,0,0,0,0,0,0,0.004091024398803711,1.6407283110501738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
148,1,-1,-10.936264038085938,-11.455761909484865,1.1748000383377075,1,1,1,1,1,1,1,0,0,72,20.0,90,74.29365079365077,0,0,0,0,0,0,0,0,0,-0.0025932788848876953,1.6690174591091833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
147,1,-1,-10.290884971618652,-9.916839599609377,1.1730862855911257,1,1,1,1,1,1,1,0,0,72,20.0,90,78.29365079365073,0,0,0,0,0,0,0,0,0,-0.0017137527465818092,1.668770809687985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
146,1,-1,-9.630945205688477,-8.383971214294434,1.1547809839248655,1,1,1,1,1,1,1,0,0,71,20.0,90,82.00793650793645,0,0,0,0,0,0,0,0,0,-0.01830530166626021,1.6688936399165815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
145,1,-1,-8.943814277648926,-6.8330016136169425,1.1525055170059204,1,1,1,1,1,1,1,0,0,71,20.0,90,85.15079365079359,0,0,0,0,0,0,0,0,0,-0.0022754669189450905,1.6963654130210832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
144,1,-1,-8.266486167907715,-5.3078951835632315,1.15481436252594,1,1,1,1,1,1,1,0,0,70,20.0,90,88.15079365079359,0,0,0,0,0,0,0,0,0,0.0023088455200195312,1.6687489299582416,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
143,1,-1,-7.6015992164611825,-3.807394742965698,1.1523840427398682,1,1,1,1,1,1,1,0,0,70,20.0,90,89.86507936507931,0,0,0,0,0,0,0,0,0,-0.0024303197860717773,1.641211817663173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
142,1,-1,-6.922531604766847,-2.2830605506896973,1.150219440460205,1,1,1,1,1,1,1,0,0,69,20.0,90,91.29365079365076,0,0,0,0,0,0,0,0,0,-0.002164602279663086,1.6687502961779441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
141,1,-1,-6.244209289550781,-0.7591345906257629,1.1550484895706177,1,1,1,1,1,1,1,0,0,69,20.0,90,92.86507936507931,0,0,0,0,0,0,0,0,0,0.004829049110412598,1.668074187521906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
