remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
290,1,-1,0.289267897605896,-9.952704429626463,-2.9514248371124268,1,1,1,1,1,1,1,1,1,74,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
289,1,-1,0.289267897605896,-9.952704429626463,-2.9514248371124268,1,1,1,1,1,1,1,1,1,74,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
288,1,-1,0.2892677187919617,-9.952898025512695,-2.953117847442627,1,1,1,1,1,1,1,1,1,73,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
287,1,-1,0.2892677187919617,-9.952898025512695,-2.953117847442627,1,1,1,1,1,1,1,1,1,73,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
286,1,-1,0.28926828503608704,-9.953058242797852,-2.9547367095947266,1,1,1,1,1,1,1,1,1,72,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
285,1,-1,0.28926828503608704,-9.953058242797852,-2.9547367095947266,1,1,1,1,1,1,1,1,1,72,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
284,1,-1,0.28927138447761536,-9.95319652557373,-2.9563045501708984,1,1,1,1,1,1,1,1,1,71,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
283,1,-1,0.28927138447761536,-9.95319652557373,-2.9563045501708984,1,1,1,1,1,1,1,1,1,71,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
282,1,-1,0.2892735302448273,-9.95330810546875,-2.957837581634521,1,1,1,1,1,1,1,1,1,70,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
281,1,-1,0.2892735302448273,-9.95330810546875,-2.957837581634521,1,1,1,1,1,1,1,1,1,70,20.0,0,0.2222222222220124,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,-1
