remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,front,back,space,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
580,1,-1,-4.961698532104492,5.41038990020752,2.322741985321045,0,0,1,0,0,0,0,0,0,90,20.0,40,43.33333333333313,0,0,0,0,0,0,0,0,0,0.004703521728515625,1.6960235917113575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
579,1,-1,-6.082395076751709,6.609485149383545,2.324087381362915,0,0,1,0,1,0,0,0,0,90,20.0,40,43.33333333333313,0,0,0,0,0,0,0,0,0,0.0013453960418701172,1.6412769911811727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
578,1,-1,-7.243714332580566,7.8462867736816415,2.323147773742676,0,0,1,0,1,0,0,0,0,89,20.0,40,43.33333333333313,0,0,0,0,0,0,0,0,0,-0.0009396076202392578,1.6965673201571758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
577,1,-1,-8.386524200439451,9.062451362609863,2.328036069869995,0,0,1,0,1,0,0,0,0,89,20.0,40,43.33333333333313,0,0,0,0,0,0,0,0,0,0.004888296127319336,1.6688531096050943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
576,1,-1,-9.53450870513916,10.273180961608887,2.333357572555542,0,0,1,0,1,0,0,0,0,88,20.0,40,47.33333333333314,0,0,0,0,0,0,0,0,0,0.005321502685546875,1.668452751780215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
575,1,-1,-10.66895580291748,11.458133697509766,2.340428113937378,0,0,1,0,1,0,0,0,0,88,20.0,40,47.33333333333314,0,0,0,0,1,0,0,0,0,0.0070705413818359375,1.6404521340095943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
574,1,-1,-11.790997505187988,12.611906051635742,2.349191904067993,0,0,1,0,1,0,0,0,0,87,20.0,40,46.777777777777565,0,0,0,0,1,0,0,0,0,0.008763790130615234,1.6093999586117482,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
573,1,-1,-12.619078636169435,13.4437255859375,2.3560519218444824,0,0,1,0,1,0,0,0,0,87,20.0,40,47.47619047619026,0,0,0,0,1,0,0,0,0,0.006860017776489258,1.173729993283594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
572,1,-1,-13.256451606750488,14.070521354675293,2.36942720413208,0,0,0,0,1,0,0,0,0,86,20.0,30,49.4285714285712,0,0,0,0,1,0,0,0,0,0.013375282287597656,0.8939335765787728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
571,1,-1,-13.699688911437988,14.50074577331543,2.37821102142334,0,0,0,0,1,0,0,0,0,86,20.0,30,48.87301587301563,0,0,0,0,1,0,0,0,0,0.008783817291259766,0.6176992461229682,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
