remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
50,1,-1,-5.248713970184326,11.004528999328613,0.5922904014587402,1,1,0,0,0,0,0,0,0,27,20.0,80,50.023809523809156,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
49,1,-1,-4.165508270263672,11.83932399749756,0.6703779101371765,1,1,0,0,0,0,0,0,0,27,20.0,80,53.309523809523455,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
48,1,-1,-3.2248651981353764,12.593107223510742,0.6816034317016602,1,1,0,0,0,0,0,0,0,26,20.0,80,56.595238095237725,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
47,1,-1,-2.5878806114196777,13.115476608276367,0.6944785118103027,1,0,0,0,0,0,0,0,0,26,20.0,70,59.166666666666316,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
46,1,-1,-2.103655815124512,13.519238471984865,0.6980853676795961,1,0,0,0,0,0,0,0,0,25,20.0,70,61.023809523809156,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
45,1,-1,-3.65033221244812,12.223731994628904,0.6976078748703003,1,0,0,0,0,0,0,0,0,25,20.0,70,64.02380952380916,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
44,1,-1,-3.65033221244812,12.223731994628904,0.6976078748703003,1,0,0,0,0,0,0,0,0,24,20.0,70,66.30952380952347,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
43,1,-1,-2.6029865741729736,12.727474212646484,0.33329179883003235,1,0,0,0,0,0,0,0,0,24,20.0,70,69.59523809523776,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
42,1,-1,-1.0079437494277954,13.216083526611328,0.28649601340293884,1,0,0,0,0,0,0,0,0,23,20.0,70,72.30952380952347,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
41,1,-1,0.4506866037845612,13.640069961547852,0.27832120656967163,1,0,0,0,0,0,0,0,0,23,20.0,70,74.59523809523778,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
