remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
410,1,-1,13.656530380249025,11.930624961853027,-2.09607481956482,1,0,1,1,1,1,1,1,1,98,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
409,1,-1,12.819995880126953,10.487374305725098,-2.0953531265258794,1,0,1,1,1,1,1,1,1,98,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
408,1,-1,11.98093032836914,9.045534133911133,-2.1064276695251465,1,0,1,1,1,1,1,1,1,97,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
407,1,-1,11.129828453063963,7.6106529235839835,-2.104309320449829,1,0,1,1,1,1,1,1,1,97,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
406,1,-1,10.275569915771484,6.17714262008667,-2.11149263381958,1,0,1,1,1,1,1,1,1,96,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
405,1,-1,9.41848850250244,4.745908737182617,-2.108254909515381,1,0,1,1,1,1,1,1,1,96,20.0,0,0.8095238095238791,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
404,1,-1,8.522577285766603,3.2409577369689937,-2.1186990737915044,1,0,1,1,1,1,1,1,1,95,20.0,0,0.7539682539683236,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
403,1,-1,7.652098655700684,1.8173328638076784,-2.1184728145599365,1,0,1,1,1,1,1,1,1,95,20.0,0,5.4761904761905456,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
402,1,-1,6.778908729553223,0.3956567645072937,-2.1239728927612305,1,0,1,1,1,1,1,1,1,94,20.0,0,9.484126984127057,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
401,1,-1,5.906532764434815,-1.026464343070984,-2.1213414669036865,1,0,1,1,1,1,1,1,1,94,20.0,0,10.46825396825404,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
