remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
170,1,-1,-5.452695846557617,5.614568710327148,0.8828319311141968,0,0,1,0,0,1,0,1,1,78,152.86403061968917,10,97.33333333333326,0,0,0,0,1,0,0,0,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
169,1,-1,-5.45500373840332,5.610476016998291,1.854084849357605,0,0,1,0,0,1,0,1,1,78,149.53069728635586,10,96.83333333333323,0,0,0,0,1,0,0,0,0,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
168,1,-1,-5.598444938659668,5.779919147491455,2.2790138721466064,0,0,1,0,1,1,0,1,1,77,146.19736395302255,10,96.27777777777769,0,0,0,0,1,0,0,0,0,0.265,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
167,1,4,-6.7318549156188965,7.041960716247559,2.3055508136749268,0,0,1,0,1,1,0,1,1,77,142.86403061968915,10,95.7222222222221,0,0,0,0,1,0,0,0,0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
166,1,-1,-7.834482669830322,8.256988525390625,2.308734655380249,0,0,1,0,1,1,0,1,1,76,139.53069728635583,10,95.1666666666665,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,-2
165,1,-1,-8.959400177001953,9.489538192749023,2.310701608657837,0,0,1,0,1,1,0,1,1,76,136.1973639530225,10,94.61111111111096,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
164,1,-1,-10.09319305419922,10.71327018737793,2.3208997249603267,0,0,1,0,1,1,0,1,1,75,132.86403061968915,10,93.94444444444427,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2,-2
163,1,-1,-11.25222873687744,11.950858116149902,2.3276538848876958,0,0,1,0,1,1,0,1,1,75,129.53069728635583,10,93.83333333333314,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2,-2
162,1,-1,-12.198561668395994,12.943272590637207,2.334713697433472,0,0,1,0,1,1,0,1,1,74,126.19736395302246,10,93.83333333333314,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
161,1,-1,-12.946756362915039,13.706745147705078,2.3470025062561035,0,0,0,0,1,1,0,1,1,74,122.86403061968912,0,94.83333333333314,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
