remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
410,1,-1,14.625286102294922,15.893362998962402,-3.051509380340576,1,1,1,1,1,1,1,0,1,99,20.0,10,10.920634920634468,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,2
409,1,-1,12.964009284973145,15.741109848022461,-3.0448157787323,1,1,1,1,1,1,1,0,1,99,20.0,10,9.698412698412248,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, -1,1
408,1,-1,11.30337905883789,15.57836627960205,-3.0368008613586426,1,1,1,1,1,1,1,0,1,98,20.0,10,9.031746031745582,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, -1,1
407,1,-1,9.65361213684082,15.404433250427244,-3.0334179401397705,1,1,1,1,1,1,1,0,1,98,20.0,10,9.031746031745582,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
406,1,-1,8.313850402832031,15.248147010803224,-3.024291038513184,1,1,1,1,1,1,1,0,1,97,20.0,10,9.031746031745582,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
405,1,-1,7.3308658599853525,15.12353801727295,-3.0052404403686523,0,1,1,1,1,1,1,0,1,97,20.0,0,9.031746031745582,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
404,1,-1,6.614290237426758,15.024421691894533,-3.002914905548096,0,1,1,1,1,1,1,0,1,96,20.0,0,8.476190476190029,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
403,1,-1,6.614290237426758,15.024421691894533,-3.002914905548096,0,1,1,1,1,1,1,0,1,96,20.0,0,7.920634920634475,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
402,1,-1,8.382125854492188,15.26890468597412,-2.5871076583862305,0,1,1,1,1,1,1,0,1,95,20.0,0,7.3650793650789215,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,2
401,1,-1,8.378296852111816,15.267289161682127,-2.0406785011291504,0,1,1,1,1,1,1,0,1,95,20.0,0,7.031746031745588,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0, -1, -1
