remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
470,1,-1,-6.053349018096924,-16.473474502563473,0.0007497906335629523,1,1,1,1,1,1,0,1,0,35,20.0,10,59.61904761904701,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, down,3
469,1,-1,-4.407195091247559,-16.463760375976562,0.01322832517325878,1,1,1,1,1,1,0,1,0,35,20.0,10,59.06349206349144,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
468,1,-1,-3.0951726436614986,-16.44193458557129,0.018361402675509453,1,1,1,1,1,1,0,1,0,34,20.0,10,58.50793650793587,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
467,1,-1,-2.1335382461547847,-16.41695213317871,0.032161708921194083,1,1,1,1,1,1,0,0,0,34,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, -1,1
466,1,-1,-1.4277328252792358,-16.390899658203125,0.04246380180120468,1,1,1,1,1,1,0,0,0,33,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
465,1,-1,-3.4780917167663574,-16.479080200195312,0.043679945170879364,1,1,1,1,1,1,0,0,0,33,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,2
464,1,-1,-4.925467014312744,-16.540668487548828,0.04288049414753914,1,1,1,1,1,1,0,0,0,32,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
463,1,-1,-3.905330419540405,-16.97292137145996,-0.4875960648059845,1,1,1,1,1,1,0,0,0,32,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
462,1,-1,-3.86359429359436,-16.995006561279293,-0.496256172657013,1,1,1,1,1,1,0,0,0,31,20.0,0,58.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
461,1,-1,-3.86359429359436,-16.995006561279293,-0.496256172657013,1,1,1,1,1,1,0,0,0,31,20.0,0,60.0634920634914,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
