remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
560,1,-1,0.465966522693634,-15.48918342590332,-0.9941765666007996,1,0,0,0,0,0,1,1,1,80,124.49484045113658,50,33.33333333333286,0,0,1,0,0,0,1,0,0,-0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
559,1,-1,0.465966522693634,-15.48918342590332,-0.9941765666007996,1,0,0,0,0,0,1,1,1,80,124.49484045113658,50,32.22222222222175,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
558,1,-1,0.4977189600467682,-15.533539772033693,-1.5469890832901,1,0,0,0,0,0,1,0,1,79,121.16150711780318,40,31.111111111110645,0,0,1,0,0,0,1,0,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
557,1,4,0.5012364387512207,-15.536073684692385,-1.5643172264099119,1,0,0,0,0,0,1,0,1,79,114.49484045113653,40,29.999999999999538,0,0,1,0,0,0,1,0,0,0.10600000000000001,-2.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
556,1,-1,0.5012484192848206,-13.285869598388672,-1.5713976621627808,1,0,0,0,0,0,1,0,1,78,111.16150711780318,40,28.88888888888843,0,0,1,0,0,0,1,0,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
555,1,-1,0.5012484192848206,-13.285869598388672,-1.5713976621627808,1,0,0,0,0,0,1,1,1,78,111.16150711780318,40,27.777777777777324,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
554,1,-1,0.5036628842353821,-13.128150939941404,-1.1454899311065674,1,0,0,0,0,0,1,1,1,77,110.41049673401233,40,26.666666666666217,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
553,1,-1,0.5056566596031189,-13.128506660461426,-0.613926112651825,1,0,0,0,0,0,1,1,1,77,109.66229698334908,40,25.55555555555511,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2,-2
552,1,-1,0.8049015402793884,-13.197012901306152,-0.21209459006786344,1,0,0,0,0,0,1,1,1,76,109.33945863406313,40,24.444444444444,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
551,1,-1,2.4392611980438232,-13.531599044799805,-0.2042771279811859,1,0,0,0,0,0,1,1,1,76,107.54792618693168,40,23.33333333333289,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
