remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
310,1,-1,4.8670501708984375,12.30165195465088,2.3675057888031006,0,1,1,0,0,0,1,0,1,53,20.0,60,25.96031746031743,0,1,0,0,0,0,0,0,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
309,1,-1,4.8670501708984375,12.30165195465088,2.3675057888031006,0,1,1,0,0,0,1,0,1,53,20.0,60,25.404761904761877,0,1,0,0,0,0,0,0,0,0.265,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
308,1,-1,3.635865449905396,12.987641334533693,2.7249763011932373,0,1,1,0,0,0,1,0,1,52,20.0,60,24.849206349206323,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
307,1,-1,2.496501207351685,13.484132766723633,2.733582019805908,0,1,1,0,0,0,1,0,1,52,20.0,60,24.6269841269841,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
306,1,-1,1.6812763214111328,13.830718994140625,2.746423959732056,0,0,1,0,0,0,1,0,1,51,20.0,50,24.6269841269841,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
305,1,-1,1.0615484714508057,14.085102081298828,2.757646083831787,0,0,1,0,0,0,1,0,1,51,20.0,50,24.6269841269841,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
304,1,-1,2.9652912616729736,13.313541412353516,2.7557919025421143,0,0,1,0,0,0,1,0,1,50,20.0,50,24.07142857142855,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
303,1,-1,2.9652912616729736,13.313541412353516,2.7557919025421143,0,0,1,0,0,0,1,0,1,50,20.0,50,23.793650793650762,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
302,1,-1,1.7648415565490725,13.586756706237793,2.9809792041778564,0,0,1,0,0,0,1,0,1,49,20.0,50,23.515873015872973,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
301,1,-1,2.058055639266968,13.537487030029295,2.9838571548461914,0,0,1,0,0,0,1,0,1,49,20.0,50,26.238095238095195,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2
