remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
490,1,-1,0.6768785715103149,9.135003089904783,-1.3914748430252075,0,1,1,0,0,0,0,1,1,73,20.0,20,9.05555555555523,0,0,0,0,0,1,1,0,0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
489,1,-1,0.6768785715103149,9.135003089904783,-1.3914748430252075,0,1,1,0,0,0,0,1,1,73,20.0,20,7.944444444444122,0,0,0,0,0,1,1,0,0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
488,1,-1,0.6772957444190979,9.135446548461914,-1.7809095382690432,0,1,1,0,0,0,0,1,1,72,20.0,20,6.8333333333330115,0,0,0,0,0,1,1,0,0,0.0,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
487,1,-1,0.6770736575126648,9.135842323303224,-2.3170289993286133,0,1,1,0,0,0,0,1,1,72,20.0,20,5.722222222221899,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
486,1,-1,0.6778556704521179,9.136722564697266,-2.84302830696106,0,1,1,0,0,0,0,1,1,71,20.0,20,4.611111111110787,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
485,1,-1,0.6779912114143372,9.136920928955078,2.914170742034912,0,1,1,0,0,0,0,1,1,71,20.0,20,4.055555555555234,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
484,1,-1,0.6777254343032837,9.137611389160156,2.403348207473755,0,1,1,0,0,0,0,1,1,70,20.0,20,3.499999999999678,0,0,0,0,0,1,1,0,0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
483,1,-1,0.6797216534614563,9.137333869934082,1.9128146171569824,0,1,1,0,0,0,0,1,1,70,20.0,20,2.7222222222218995,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
482,1,-1,0.3268982470035553,10.375715255737305,1.8423370122909544,0,1,1,0,0,0,0,1,1,69,20.0,20,1.6111111111107883,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
481,1,-1,0.02099335752427578,11.510571479797365,1.8265653848648071,0,1,1,0,0,0,0,1,1,69,20.0,20,0.9444444444441216,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, down, -1
