remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree 1,tree 2,tree 3,tree 4,tree 5,tree 6,tree 7,tree 8,tree 9,battery_level,temperature,water_robot_tank,water_ground_tank,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,direction,avancement,left,right,front,back,space,left,right,push,wrench,leak 1,leak 2,leak 3,leak 4,leak 5,leak 6,leak 7,leak 8,leak 9,rm_alarm,errors,shortcuts
340,1,-1,0.5979698300361633,-12.856876373291016,-1.379462480545044,0,1,1,0,0,1,0,1,0,76,20.0,100,13.67460317460248,0,1,0,0,0,0,0,0,0,-0.005470156669616699,2.429248535335014,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
339,1,-1,0.5979698300361633,-12.856876373291016,-1.379462480545044,0,1,1,0,0,1,0,1,0,76,20.0,100,13.11904761904693,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
338,1,-1,0.8045361638069153,-14.374388694763185,-1.6374268531799316,0,1,1,0,0,1,0,0,0,75,20.0,90,12.563492063491376,0,1,0,0,0,0,0,0,0,-0.2579643726348877,1.5315068710480353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
337,1,-1,0.7672023773193359,-14.846593856811525,-1.6519756317138672,0,1,1,0,0,1,0,0,0,75,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,-0.014548778533935547,0.47367871672537604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
336,1,-1,0.9437575340270996,-12.670547485351562,-1.6520322561264038,0,1,1,0,0,1,0,0,0,74,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,-5.6624412536621094e-05,2.1831970900732194,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,3
335,1,-1,0.9437575340270996,-12.670547485351562,-1.6520322561264038,0,1,1,0,0,1,0,0,0,74,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
334,1,-1,0.9586998820304872,-12.51315212249756,-1.2330095767974854,0,1,1,0,0,1,0,0,0,73,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,0.41902267932891846,0.1581030487112672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
333,1,-1,0.960447072982788,-12.512520790100098,-0.7087776064872742,0,1,1,0,0,1,1,0,0,73,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,0.5242319703102112,0.0018577558558346158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
332,1,-1,0.9643110036849976,-12.512907028198242,-0.17396865785121918,0,1,1,0,0,1,1,0,0,72,20.0,90,12.230158730158044,0,0,0,0,0,0,0,0,0,0.534808948636055,0.0038831868793474454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1, -1
331,1,-1,2.048248767852783,-12.554910659790039,-0.026856852695345882,0,1,1,0,0,1,1,0,0,72,20.0,90,13.944444444443755,0,0,0,0,0,0,0,0,0,0.1471118051558733,1.0847512994488449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, -1,1
