remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,forest_state,battery_level,temperature,water_robot_tank,water_ground_tank,leaks_state,keys, clicks,errors,shortcuts
600,0,-1,5.7264958741143346e-05,-9.532568219583482e-05,0.00013430744002107528, 000000000,100,20.0,50,50.0, 000000000, -1, -1, -1, -1
599,0,-1,3.5262764868093655e-05,-0.0001271927758352831,9.87223393167369e-05, 000000000,100,20.0,50,50.0, 000000000, -1, -1, -1, -1
598,0,-1,3.290697350166738e-05,-0.0001222164573846385,2.2170035663293675e-05, 000000000,99,20.0,50,50.0, 000000000, left, -1, -1, -1
597,0,-1,-9.691213199403136e-05,0.0005617178976535797,0.11871478706598282, 000000000,99,20.0,50,50.0, 000000000, left-left-left-left-left-left-left-right-right, -1, -1, -1
596,0,-1,-7.80832051532343e-05,4.449939297046512e-05,0.19063596427440646, 000000000,98,20.0,50,50.0, 000000000, right-right-right-right-right-right-right-right-right-right-right-right-right-right, push, -1,1
595,0,-1,7.31627078494057e-05,-5.210344534134492e-05,-0.3331495523452759, 000000000,98,20.0,50,54.85714285714285, 000000000, right-right, left, -1,1
594,0,-1,-0.0004246175521984696,-0.00090452452423051,-0.7060624361038208, 010000000,97,20.0,50,58.99999999999999, 000000000, right-right-right-right-right-right-right-right-right-right-right-right-right-right-right-front, -1, -1, -1
593,0,-1,0.4500812590122223,-0.8438952565193176,-1.0796656608581543, 010000000,97,20.0,50,61.14285714285713, 000000000, front-front-front-front-front-right-right-right, -1, -1, -1
592,0,-1,0.8414360880851746,-1.7550597190856934,-1.4455717802047732, 010000000,96,20.0,50,61.14285714285713, 000000000, front-front-front-front-front-right, -1, -1, -1
591,0,-1,1.008421778678894,-3.083180904388428,-1.7191818952560425, 010001000,96,20.0,50,61.14285714285713, 000000000, front-front-front, right-right, -1,2
590,1,-1,0.6356939673423767,-5.589583396911621,-1.7202821969985962, 010001000,95,20.0,50,61.14285714285713, 000000000, front-front, right, -1,1
589,1,-1,0.6356939673423767,-5.589583396911621,-1.7202821969985962, 010001000,95,20.0,50,61.14285714285713, 000000000, front-front, -1, -1, -1
588,1,-1,0.2707294225692749,-8.048426628112793,-1.2727106809616089, 010001000,94,20.0,50,61.14285714285713, 000000000, front-right, right, -1,1
587,1,-1,0.2719340026378632,-8.048171043395996,-0.7223266959190369, 010001000,94,20.0,50,65.14285714285714, 000000000, -1, push-left-left-left-left, -1,5
586,1,-1,0.4845237135887146,-8.119064331054688,-0.3106156885623932, 010001000,93,20.0,50,69.71428571428572, 000000000, -1, push, -1,1
585,1,-1,2.0817463397979736,-8.602253913879395,-0.2892645299434662, 010001000,93,20.0,50,73.71428571428571, 000000000, -1, right-right, -1,2
584,1,-1,3.680620908737183,-9.079527854919434,-0.28936123847961426, 010001000,92,20.0,50,75.85714285714283, 000000000, -1, left-left, -1,2
583,1,-1,5.278876781463623,-9.557312965393066,-0.29072391986846924, 010001000,92,20.0,50,78.42857142857143, 000000000, -1, -1, -1, -1
582,1,-1,6.877479553222656,-10.036272048950195,-0.29129964113235474, 010001000,91,20.0,50,81.71428571428571, 000000000, -1, push-right, -1,2
581,1,-1,8.47769832611084,-10.50748348236084,-0.2819366753101349, 010001000,91,20.0,50,84.28571428571429, 000000000, -1, push, -1,1
580,1,-1,10.081480026245117,-10.967883110046387,-0.2755933403968811, 010001000,90,20.0,50,86.85714285714285, 000000100, -1, push-right-push, -1,3
579,1,-1,11.670957565307615,-11.41142749786377,-0.2671775221824646, 010001000,90,20.0,50,89.43650793650794, 000000100, -1, -1, -1, -1
578,1,-1,12.947938919067385,-11.75534725189209,-0.25439506769180303, 010001000,89,20.0,50,90.42063492063488, 000000100, -1, wrench, -1,1
577,1,-1,13.886712074279785,-11.99594020843506,-0.2513593137264252, 010000000,89,20.0,40,90.30952380952377, 000000000, -1, leak_7, -1, -1
576,1,-1,14.574951171875,-12.167069435119627,-0.2345572113990784, 010000000,88,20.0,40,90.30952380952377, 000000000, -1, left, -1,1
575,1,-1,14.574951171875,-12.167069435119627,-0.2345572113990784, 010000000,88,20.0,40,90.19841269841265, 000100000, -1, left, -1,1
574,1,-1,12.655120849609375,-11.711504936218262,0.1526689976453781, 010000000,87,20.0,40,89.64285714285707, 000100000, -1, -1, -1, -1
573,1,-1,12.657642364501953,-11.707612991333008,0.7012807130813599, 010000000,87,20.0,40,89.19841269841262, 000000000, -1, wrench-leak_4, -1,1
572,1,-1,12.65914535522461,-11.70609188079834,1.217440485954285, 010000000,86,20.0,40,89.19841269841262, 000000000, -1, -1, -1, -1
571,1,-1,12.659422874450685,-11.705055236816404,1.7034212350845337, 010000000,86,20.0,40,89.19841269841262, 000000000, -1, -1, -1, -1
570,0,-1,12.41570281982422,-11.172310829162598,2.017670154571533, 010000000,85,20.0,40,89.19841269841262, 000000000, -1, left, -1,1
569,0,-1,11.695712089538574,-9.666518211364746,2.0156724452972408, 010000000,85,20.0,40,89.19841269841262, 000000000, -1, right-right, -1,2
568,0,-1,11.659937858581545,-9.59145736694336,2.0157017707824707, 010000000,84,20.0,40,89.19841269841262, 000000000, front-front-front-front-front-front-front-front, -1, -1, -1
567,0,-1,10.696784973144533,-7.5615172386169425,2.0128910541534424, 010000000,84,20.0,40,89.19841269841262, 000000000, front-front-front-front-front-front-front-front-front-left-left-left-left-left-left-left-left-left, -1, -1, -1
566,0,-1,10.492411613464355,-7.1282310485839835,2.465122938156128, 010000000,83,20.0,40,89.19841269841262, 000000000, left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1, -1
565,0,-1,10.491828918457033,-7.126885414123535,2.985837459564209, 010000000,83,20.0,40,89.19841269841262, 100000000, left-left-left-left-left-front-front, left-left-left, -1,3
564,0,-1,8.968107223510742,-7.260689258575439,-3.0535054206848145, 010100000,82,20.0,40,88.64285714285705, 100000000, front-left-front-front, -1, -1, -1
563,0,-1,6.710833549499513,-7.640546798706055,-2.945812702178955, 010100000,82,20.0,40,88.25396825396817, 100000000, front-front-front, wrench, -1,1
562,0,-1,3.9001405239105225,-8.204206466674805,-2.9447603225708012, 010100000,81,20.0,40,87.75396825396814, 100000000, front-front-right-front, push-right-right, -1,3
561,0,-1,2.060171842575073,-8.45613956451416,3.122709035873413, 010100000,81,20.0,40,87.19841269841257, 100000000, left-left-left, -1, -1, -1
560,0,-1,1.1617236137390137,-8.436514854431152,-2.8430478572845463, 010100000,80,20.0,40,86.642857142857, 100100000, left-left-front-left-left, -1, -1, -1
559,0,-1,0.34750601649284363,-8.690376281738281,-2.4792492389678955, 010100000,80,20.0,40,85.53174603174584, 100100000, left-left-left-front-front, -1, -1, -1
558,0,-1,-1.2496724128723145,-10.26445770263672,-2.363595724105835, 010100000,79,20.0,40,84.4206349206347, 100100000, back-back-back-back-back-back-left, -1, -1, -1
557,0,-1,0.041353922337293625,-8.990802764892578,-2.2353534698486333, 010100000,79,20.0,40,83.30952380952357, 100100000, left-left-left-left-left-left-left-left-front-front, -1, -1, -1
556,0,-1,-0.4630231857299805,-10.279574394226074,-1.940742015838623, 010100000,78,20.0,50,72.19841269841244, 100100000, -1, -1, -1, -1
