remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,forest_state,battery_level,temperature,water_robot_tank,water_ground_tank,leaks_state,keys, clicks,errors,shortcuts
600,0,-1,2.342998959647957e-05,-0.00010739591380115598,-0.0002058404497802257, 000000000,100,20.0,50,50.0, 000000000, -1, -1, -1,-1
599,0,-1,2.448451414238661e-05,-0.00010246169404126704,-0.00028175913030281663, 000000000,100,20.0,50,50.0, 000000000, -1, -1, -1,-1
598,0,-1,2.9845006793038923e-05,-9.753126505529508e-05,-0.00035778593155555427, 000000000,99,20.0,50,50.0, 000000000, -1, -1, -1,-1
597,0,-1,3.421766814426519e-05,-9.258888167096302e-05,-0.0004337768477853388, 000000000,99,20.0,50,50.0, 000000000, -1, left, -1,-1
596,0,5,3.838225165964104e-05,-8.765146048972383e-05,-0.0005097724497318269, 000000000,98,20.0,50,50.0, 000000000, -1, left, -1,-1
595,0,-1,4.224088479531929e-05,-8.271913247881457e-05,-0.0005857344949617982, 000000000,98,20.0,50,50.0, 000001000, -1, -1, -1,-1
594,0,-1,4.506468758336269e-05,-7.779092993587254e-05,-0.000661622267216444, 000000000,97,20.0,50,49.44444444444443, 000001000, -1, -1, -1,-1
593,0,-1,5.014105045120232e-05,-7.285937317647041e-05,-0.0007375650457106532, 000000000,97,20.0,50,48.88888888888886, 000001000, -1, -1, -1,-1
592,0,-1,5.373369276640005e-05,-6.793584907427429e-05,-0.0008134599192999302, 000000000,96,20.0,50,48.33333333333329, 000001000, -1, -1, -1,-1
591,0,-1,5.51237171748653e-05,-6.300964014371857e-05,-0.0008892781916074455, 000000000,96,20.0,50,47.77777777777772, 000001000, -1, -1, -1,-1
590,1,-1,5.9919544582953677e-05,-5.8083202020497986e-05,-0.0009651733562350273, 000000000,95,20.0,50,47.222222222222136, 000001010, -1, -1, -1,-1
589,1,-1,5.9919544582953677e-05,-5.8083202020497986e-05,-0.0009651733562350273, 000000000,95,20.0,50,46.11111111111104, 000001010, -1, rm_alarm, click,-1
588,1,-1,-6.363327702274546e-05,0.0006340849213302134,0.43115854263305664, 000000000,94,20.0,50,44.999999999999936, 000001010, -1, -1, -1,-1
587,1,-1,0.2906180918216705,0.2590689063072205,0.7474149465560913, 000000000,94,20.0,50,44.11111111111104, 000001000, -1, wrench-leak_8, -1,-1
586,1,-1,1.4894070625305176,1.4196836948394775,0.7713231444358826, 000000000,93,20.0,50,43.555555555555465, 000001000, -1, wrench, -1,-1
585,1,-1,2.68639612197876,2.5821080207824707,0.7717670798301697, 000000000,93,20.0,50,43.222222222222115, 000000000, -1, leak_6, -1,-1
584,1,-1,3.8820080757141113,3.746171236038208,0.7703940272331238, 000000000,92,20.0,50,43.222222222222115, 000000000, -1, -1, -1,-1
583,1,-1,5.078732967376709,4.909436225891113,0.7718970775604248, 000000000,92,20.0,50,43.222222222222115, 000000000, front-front, -1, -1,-1
582,1,-1,6.269054412841798,6.078062057495117,0.7784394621849059, 000000000,91,20.0,50,43.222222222222115, 000000000, -1, -1, -1,-1
581,1,-1,7.455937385559082,7.250802516937256,0.7832030653953552, 000000000,91,20.0,50,43.222222222222115, 000000000, -1, -1, -1,-1
580,1,-1,8.637873649597168,8.428220748901367,0.7826988697052002, 000000000,90,20.0,50,43.222222222222115, 000010000, -1, left-left, -1,-1
579,1,-1,9.81385898590088,9.612330436706543,0.7894982099533081, 000000000,90,20.0,50,42.66666666666654, 000010000, -1, -1, -1,-1
578,1,-1,10.982248306274414,10.803784370422363,0.7992191314697266, 000000000,89,20.0,50,42.11111111111098, 000010000, -1, wrench, -1,-1
577,1,-1,12.143589973449707,12.00249195098877,0.8018832802772522, 000000000,89,20.0,50,41.999999999999865, 000000000, -1, leak_5, -1,-1
576,1,-1,13.182317733764648,13.092103004455565,0.8180211782455444, 100000000,88,20.0,50,41.999999999999865, 000000000, -1, -1, -1,-1
575,1,-1,13.939068794250488,13.903604507446287,0.8261315226554871, 100000000,88,20.0,50,41.999999999999865, 000010000, -1, -1, -1,-1
574,1,-1,14.489826202392578,14.50507640838623,0.8319519758224487, 100000000,87,20.0,50,41.44444444444429, 000010000, -1, -1, -1,-1
573,1,-1,14.886247634887695,14.950165748596193,0.8462678790092468, 100000000,87,20.0,50,40.888888888888715, 000010000, -1, -1, -1,-1
572,1,-1,15.157011032104492,15.261053085327148,0.8494635224342346, 100000000,86,20.0,50,40.33333333333315, 000010000, -1, -1, -1,-1
571,1,-1,15.37062931060791,15.50920867919922,0.8610918521881104, 100000000,86,20.0,50,39.77777777777758, 000010000, -1, wrench, -1,-1
570,1,-1,15.526094436645508,15.69096565246582,0.8677644729614258, 100000000,95,20.0,50,39.55555555555535, 000000000, -1, leak_5, -1,-1
569,1,-1,15.639616012573242,15.826415061950685,0.8740717172622681, 100000000,100,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
568,1,-1,15.725419044494627,15.930276870727539,0.8875675797462463, 100000000,99,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
567,1,-1,15.784253120422365,16.002891540527347,0.8934504985809326, 100001000,100,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
566,1,-1,15.823922157287598,16.052366256713867,0.9004365801811218, 100001000,99,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
565,1,-1,15.823922157287598,16.052366256713867,0.9004365801811218, 100001000,100,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
564,1,-1,15.822900772094727,16.050703048706055,1.3012760877609253, 100001000,99,20.0,50,39.55555555555535, 000000000, -1, -1, -1,-1
563,1,-1,15.825891494750975,16.0472412109375,1.8093804121017456, 100001000,100,20.0,50,39.55555555555535, 000000000, left-left, -1, -1,-1
562,1,-1,15.829503059387207,16.04746437072754,2.3089773654937744, 100001000,99,20.0,50,39.55555555555535, 000000000, left-left-left-left-left-left-left-left-left, -1, -1,-1
561,1,-1,15.829492568969727,16.045635223388672,2.80586051940918, 100001000,100,20.0,50,39.55555555555535, 000000000, left-left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1,-1
560,0,-1,15.832398414611815,16.042596817016598,-3.097478151321411, 100001000,99,20.0,50,39.55555555555535, 000000100, front-front, -1, -1,-1
559,0,-1,13.78285026550293,15.861639976501465,-3.0402007102966313, 100001000,100,20.0,50,39.22222222222201, 000000100, front-front-front, -1, -1,-1
558,0,-1,13.672054290771484,15.850350379943848,-3.040316104888916, 100001001,99,20.0,50,38.66666666666644, 000000100, -1, push-right, -1,-1
