remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,forest_state,battery_level,temperature,water_robot_tank,water_ground_tank,leaks_state,keys, clicks,errors,shortcuts
600,0,-1,-3.653541398307425e-06,-5.0246612772753e-06,0.00016600990784354508, 000000000,100,20.0,50,50.0, 000000000, -1, -1, -1, -1
599,0,-1,-3.062528321606805e-06,-5.2107457122474435e-06,0.00016884537762962282, 000000000,100,20.0,50,50.0, 000000000, left-left, -1, -1, -1
598,0,-1,-2.9580385216831932e-06,-5.260316811472876e-06,0.00016961446090135726, 000000000,99,20.0,50,50.0, 000000000, left-left-left-left-left-left-left-left-left-left-left-left-left, -1, -1, -1
597,0,-1,-2.8511446998891188e-06,-5.310279448167421e-06,0.00017038366058841348, 100000000,99,20.0,50,50.0, 000000000, left-left-left-left, -1, -1, -1
596,0,-1,-2.7430812679085648e-06,-5.3595776989823216e-06,0.00017115342780016365, 100000000,98,20.0,50,50.0, 000000000, left-left-left-front-front-front-back, -1, -1, -1
595,0,-1,-2.5753174668352585e-06,-5.410067842603894e-06,0.00017192303494084626, 100000000,98,20.0,50,50.0, 000000000, back-back-back-left-left-left-left-front, -1, -1, -1
594,0,-1,-2.3938093818287602e-06,-5.46081082575256e-06,0.00017271302931476384, 100000010,97,20.0,50,50.0, 000000000, front-left-back-left-right-front-left-left-back-left-right, -1, -1, -1
593,0,-1,-2.249630597361829e-06,-5.512511506822193e-06,0.00017350746202282608, 100000010,97,20.0,50,50.0, 000000000, right-front-left-back-back-left-right-front-left-right-left-left-right-back, -1, -1, -1
592,0,-1,-2.1591315544355894e-06,-5.5637578952882905e-06,0.0001743022003211081, 100000010,96,20.0,50,50.0, 000000000, left-right-left-back-left-right-right-left, -1, -1, -1
591,0,-1,-1.985922381209093e-06,-5.614369911199901e-06,0.00017508890596218407, 100000011,96,20.0,50,50.0, 000000000, -1, -1, -1, -1
590,0,-1,-1.9062459841734383e-06,-5.66429343962227e-06,0.0001758594153216109, 100000011,95,20.0,50,50.0, 000000100, left-left-left-left-left, -1, -1, -1
589,0,-1,-1.7390425455232617e-06,-5.715605766454247e-06,0.00017663017206359655, 100000011,95,20.0,50,49.44444444444443, 000000100, left-left-left, -1, -1, -1
588,0,-1,-1.5627941820639537e-06,-5.764915385952918e-06,0.0001774078555172309, 100000011,94,20.0,50,48.88888888888886, 000000100, -1, -1, -1, -1
